holiday,temp_F,rain_mm,snow_mm,cloud_cover_%,weather_type,date_time,traffic_volume
None,67.19,0.0,0.0,75,Rain,2016-07-05 05:00:00,2468
None,67.82,0.0,0.0,75,Rain,2016-07-05 06:00:00,4739
None,68.79,0.0,0.0,20,Rain,2016-07-05 07:00:00,5115
None,68.79,0.0,0.0,20,Mist,2016-07-05 07:00:00,5115
None,70.34,0.0,0.0,75,Haze,2016-07-05 08:00:00,4441
None,70.34,0.0,0.0,75,Rain,2016-07-05 08:00:00,4441
None,72.72,0.0,0.0,75,Clouds,2016-07-05 09:00:00,4023
None,76.39,0.0,0.0,75,Clouds,2016-07-05 10:00:00,3465
None,78.76,0.0,0.0,75,Rain,2016-07-05 11:00:00,3720
None,81.73,0.0,0.0,75,Clouds,2016-07-05 12:00:00,4318
None,83.48,0.0,0.0,75,Rain,2016-07-05 13:00:00,4200
None,86.63,0.0,0.0,75,Clouds,2016-07-05 14:00:00,4346
None,87.19,0.0,0.0,75,Rain,2016-07-05 15:00:00,4784
None,85.71,0.0,0.0,75,Rain,2016-07-05 16:00:00,5494
None,81.75,0.0,0.0,75,Rain,2016-07-05 17:00:00,5577
None,81.75,0.0,0.0,75,Thunderstorm,2016-07-05 17:00:00,5577
None,75.72,0.0,0.0,90,Thunderstorm,2016-07-05 18:00:00,3177
None,75.72,0.0,0.0,90,Mist,2016-07-05 18:00:00,3177
None,75.72,0.0,0.0,90,Rain,2016-07-05 18:00:00,3177
None,71.17,7.62,0.0,90,Rain,2016-07-05 19:00:00,2821
None,71.17,7.62,0.0,90,Thunderstorm,2016-07-05 19:00:00,2821
None,71.17,7.62,0.0,90,Mist,2016-07-05 19:00:00,2821
None,68.68,6.35,0.0,90,Rain,2016-07-05 20:00:00,1975
None,68.68,6.35,0.0,90,Thunderstorm,2016-07-05 20:00:00,1975
None,68.68,6.35,0.0,90,Mist,2016-07-05 20:00:00,1975
None,67.44,1.78,0.0,90,Rain,2016-07-05 21:00:00,1752
None,67.44,1.78,0.0,90,Thunderstorm,2016-07-05 21:00:00,1752
None,67.44,1.78,0.0,90,Mist,2016-07-05 21:00:00,1752
None,67.1,0.0,0.0,90,Rain,2016-07-05 22:00:00,2459
None,66.07,0.0,0.0,1,Clear,2016-07-05 23:00:00,2091
None,65.71,0.0,0.0,40,Clouds,2016-07-06 00:00:00,700
None,64.67,0.0,0.0,20,Clouds,2016-07-06 01:00:00,358
None,63.72,0.0,0.0,1,Mist,2016-07-06 02:00:00,288
None,63.28,0.0,0.0,40,Mist,2016-07-06 03:00:00,341
None,63.41,0.0,0.0,40,Mist,2016-07-06 04:00:00,816
None,63.41,0.0,0.0,40,Fog,2016-07-06 04:00:00,816
None,63.88,0.0,0.0,75,Mist,2016-07-06 05:00:00,2789
None,63.25,0.0,0.0,75,Fog,2016-07-06 06:00:00,5182
None,63.25,0.0,0.0,75,Mist,2016-07-06 06:00:00,5182
None,64.58,0.0,0.0,75,Fog,2016-07-06 07:00:00,5951
None,64.58,0.0,0.0,75,Mist,2016-07-06 07:00:00,5951
None,66.83,0.0,0.0,75,Mist,2016-07-06 08:00:00,5135
None,66.83,0.0,0.0,75,Fog,2016-07-06 08:00:00,5135
None,70.81,0.0,0.0,75,Clouds,2016-07-06 09:00:00,4108
None,73.26,0.0,0.0,75,Clouds,2016-07-06 10:00:00,3872
None,76.86,0.0,0.0,75,Clouds,2016-07-06 11:00:00,4116
None,79.2,0.0,0.0,40,Clouds,2016-07-06 12:00:00,4180
None,81.7,0.0,0.0,40,Clouds,2016-07-06 13:00:00,4277
None,82.44,0.0,0.0,40,Clouds,2016-07-06 14:00:00,4455
None,84.33,0.0,0.0,20,Clouds,2016-07-06 15:00:00,4723
None,84.78,0.0,0.0,20,Clouds,2016-07-06 16:00:00,5555
None,84.88,0.0,0.0,20,Clouds,2016-07-06 17:00:00,5515
None,83.93,0.0,0.0,20,Clouds,2016-07-06 18:00:00,4181
None,82.85,0.0,0.0,20,Clouds,2016-07-06 19:00:00,3217
None,81.16,0.0,0.0,20,Clouds,2016-07-06 20:00:00,2804
None,75.33,0.0,0.0,20,Clouds,2016-07-06 21:00:00,2776
None,72.5,0.0,0.0,75,Clouds,2016-07-06 22:00:00,3222
None,69.37,0.0,0.0,1,Clear,2016-07-06 23:00:00,2355
None,67.35,0.0,0.0,1,Clear,2016-07-07 00:00:00,779
None,67.82,0.0,0.0,90,Clouds,2016-07-07 01:00:00,392
None,68.02,0.0,0.0,90,Rain,2016-07-07 02:00:00,411
None,66.69,0.0,0.0,1,Rain,2016-07-07 03:00:00,335
None,67.46,1.02,0.0,75,Rain,2016-07-07 04:00:00,843
None,67.46,1.02,0.0,75,Thunderstorm,2016-07-07 04:00:00,843
None,67.1,1.27,0.0,90,Rain,2016-07-07 05:00:00,2649
None,67.1,1.27,0.0,90,Mist,2016-07-07 05:00:00,2649
None,67.1,1.27,0.0,90,Thunderstorm,2016-07-07 05:00:00,2649
None,67.19,0.0,0.0,90,Rain,2016-07-07 06:00:00,5185
None,67.24,0.0,0.0,90,Clouds,2016-07-07 07:00:00,5849
None,68.54,0.0,0.0,90,Clouds,2016-07-07 08:00:00,5245
None,69.89,0.0,0.0,90,Clouds,2016-07-07 09:00:00,4557
None,71.89,0.0,0.0,75,Clouds,2016-07-07 10:00:00,4163
None,75.81,0.0,0.0,75,Clouds,2016-07-07 11:00:00,4350
None,77.54,0.0,0.0,40,Clouds,2016-07-07 12:00:00,4458
None,79.39,0.0,0.0,75,Clouds,2016-07-07 13:00:00,4596
None,80.51,0.0,0.0,75,Clouds,2016-07-07 14:00:00,4924
None,80.53,0.0,0.0,1,Clear,2016-07-07 15:00:00,4983
None,80.02,0.0,0.0,75,Clouds,2016-07-07 16:00:00,6080
None,78.89,0.0,0.0,75,Clouds,2016-07-07 17:00:00,5974
None,76.78,0.25,0.0,40,Rain,2016-07-07 18:00:00,4183
None,76.78,0.25,0.0,40,Thunderstorm,2016-07-07 18:00:00,4183
None,73.9,0.51,0.0,90,Rain,2016-07-07 19:00:00,3109
None,72.75,0.0,0.0,90,Clouds,2016-07-07 20:00:00,2597
None,70.86,0.0,0.0,75,Thunderstorm,2016-07-07 21:00:00,2431
None,69.57,0.0,0.0,75,Thunderstorm,2016-07-07 22:00:00,1906
None,69.17,0.0,0.0,75,Rain,2016-07-07 23:00:00,1242
None,68.54,0.0,0.0,75,Thunderstorm,2016-07-08 00:00:00,680
None,67.86,0.0,0.0,20,Clouds,2016-07-08 01:00:00,413
None,66.56,0.0,0.0,20,Clouds,2016-07-08 02:00:00,305
None,66.11,0.0,0.0,20,Clouds,2016-07-08 03:00:00,348
None,64.96,0.0,0.0,20,Clouds,2016-07-08 04:00:00,820
None,64.42,0.0,0.0,75,Rain,2016-07-08 05:00:00,2695
None,64.29,0.25,0.0,75,Rain,2016-07-08 06:00:00,4519
None,64.98,0.0,0.0,40,Clouds,2016-07-08 07:00:00,5551
None,66.76,0.0,0.0,20,Clouds,2016-07-08 08:00:00,4956
None,68.23,0.0,0.0,40,Clouds,2016-07-08 09:00:00,4451
None,68.16,0.0,0.0,75,Clouds,2016-07-08 10:00:00,4408
None,69.13,0.0,0.0,90,Clouds,2016-07-08 11:00:00,4637
None,70.16,0.0,0.0,90,Clouds,2016-07-08 12:00:00,4619
None,72.09,0.0,0.0,75,Clouds,2016-07-08 13:00:00,4593
None,73.45,0.51,0.0,90,Rain,2016-07-08 14:00:00,4736
None,75.34,0.0,0.0,75,Clouds,2016-07-08 15:00:00,5096
None,76.73,0.0,0.0,64,Clouds,2016-07-08 16:00:00,5628
None,77.45,0.0,0.0,75,Clouds,2016-07-08 17:00:00,4855
None,77.5,0.0,0.0,75,Clouds,2016-07-08 18:00:00,4057
None,77.0,0.0,0.0,75,Clouds,2016-07-08 19:00:00,3204
None,75.04,0.0,0.0,90,Clouds,2016-07-08 20:00:00,2618
None,72.46,0.0,0.0,40,Clouds,2016-07-08 21:00:00,2664
None,69.46,0.0,0.0,20,Clouds,2016-07-08 22:00:00,2367
None,66.63,0.0,0.0,20,Clouds,2016-07-08 23:00:00,1856
None,64.56,0.0,0.0,1,Clear,2016-07-09 00:00:00,1376
None,62.55,0.0,0.0,1,Clear,2016-07-09 01:00:00,1070
None,61.43,0.0,0.0,1,Fog,2016-07-09 02:00:00,678
None,61.43,0.0,0.0,1,Mist,2016-07-09 02:00:00,678
None,60.13,0.0,0.0,1,Mist,2016-07-09 03:00:00,508
None,60.13,0.0,0.0,1,Fog,2016-07-09 03:00:00,508
None,59.38,0.0,0.0,1,Mist,2016-07-09 04:00:00,541
None,59.38,0.0,0.0,1,Fog,2016-07-09 04:00:00,541
None,58.42,0.0,0.0,1,Mist,2016-07-09 05:00:00,976
None,58.42,0.0,0.0,1,Fog,2016-07-09 05:00:00,976
None,57.74,0.0,0.0,1,Mist,2016-07-09 06:00:00,1474
None,57.74,0.0,0.0,1,Fog,2016-07-09 06:00:00,1474
None,61.93,0.0,0.0,1,Mist,2016-07-09 07:00:00,1887
None,65.21,0.0,0.0,1,Clear,2016-07-09 08:00:00,2394
None,69.12,0.0,0.0,1,Clear,2016-07-09 09:00:00,3045
None,72.03,0.0,0.0,1,Clear,2016-07-09 10:00:00,3333
None,75.09,0.0,0.0,1,Clear,2016-07-09 11:00:00,3675
None,76.48,0.0,0.0,1,Clear,2016-07-09 12:00:00,3837
None,78.53,0.0,0.0,20,Clouds,2016-07-09 13:00:00,3792
None,79.84,0.0,0.0,40,Clouds,2016-07-09 14:00:00,3905
None,80.64,0.0,0.0,40,Clouds,2016-07-09 15:00:00,4142
None,81.01,0.0,0.0,40,Clouds,2016-07-09 16:00:00,3837
None,81.14,0.0,0.0,40,Clouds,2016-07-09 17:00:00,3827
None,80.51,0.0,0.0,40,Clouds,2016-07-09 18:00:00,3412
None,79.09,0.0,0.0,1,Clear,2016-07-09 19:00:00,2903
None,77.07,0.0,0.0,40,Clouds,2016-07-09 20:00:00,97
None,73.4,0.0,0.0,1,Clear,2016-07-09 21:00:00,10
None,71.62,0.0,0.0,1,Clear,2016-07-09 22:00:00,11
None,70.66,0.0,0.0,40,Clouds,2016-07-09 23:00:00,1
None,69.67,0.0,0.0,40,Clouds,2016-07-10 00:00:00,1376
None,70.47,0.0,0.0,75,Clouds,2016-07-10 01:00:00,1070
None,70.25,0.0,0.0,75,Clouds,2016-07-10 02:00:00,678
None,70.23,0.0,0.0,75,Rain,2016-07-10 03:00:00,508
None,70.18,0.0,0.0,75,Thunderstorm,2016-07-10 04:00:00,541
None,70.18,0.0,0.0,75,Rain,2016-07-10 04:00:00,541
None,67.86,6.48,0.0,75,Rain,2016-07-10 05:00:00,980
None,67.86,6.48,0.0,75,Thunderstorm,2016-07-10 05:00:00,980
None,65.55,5.46,0.0,90,Rain,2016-07-10 06:00:00,1481
None,65.55,5.46,0.0,90,Thunderstorm,2016-07-10 06:00:00,1481
None,65.55,5.46,0.0,90,Mist,2016-07-10 06:00:00,1481
None,65.08,2.67,0.0,90,Rain,2016-07-10 07:00:00,1897
None,65.08,2.67,0.0,90,Mist,2016-07-10 07:00:00,1897
None,65.08,2.67,0.0,90,Thunderstorm,2016-07-10 07:00:00,1897
None,65.46,0.51,0.0,75,Rain,2016-07-10 08:00:00,2407
None,65.46,0.51,0.0,75,Thunderstorm,2016-07-10 08:00:00,2407
None,66.13,0.25,0.0,90,Rain,2016-07-10 09:00:00,3062
None,66.13,0.25,0.0,90,Mist,2016-07-10 09:00:00,3062
None,68.83,0.0,0.0,90,Clouds,2016-07-10 10:00:00,3351
None,72.99,0.0,0.0,75,Clouds,2016-07-10 11:00:00,3695
None,74.43,0.0,0.0,90,Clouds,2016-07-10 12:00:00,3858
None,76.14,0.0,0.0,90,Clouds,2016-07-10 13:00:00,3903
None,78.31,0.0,0.0,90,Clouds,2016-07-10 14:00:00,3840
None,79.07,0.0,0.0,75,Clouds,2016-07-10 15:00:00,3777
None,79.48,0.0,0.0,75,Clouds,2016-07-10 16:00:00,3869
None,80.28,0.0,0.0,75,Clouds,2016-07-10 17:00:00,4093
None,80.08,0.0,0.0,75,Clouds,2016-07-10 18:00:00,3736
None,78.57,0.0,0.0,75,Clouds,2016-07-10 19:00:00,3240
None,77.22,0.25,0.0,90,Rain,2016-07-10 20:00:00,2603
None,77.22,0.25,0.0,90,Thunderstorm,2016-07-10 20:00:00,2603
None,74.71,0.0,0.0,1,Clear,2016-07-10 21:00:00,2322
None,73.92,0.0,0.0,40,Clouds,2016-07-10 22:00:00,1721
None,73.6,0.0,0.0,90,Clouds,2016-07-10 23:00:00,1154
None,73.53,0.0,0.0,90,Clouds,2016-07-11 00:00:00,621
None,72.77,0.0,0.0,90,Clouds,2016-07-11 01:00:00,376
None,72.45,0.0,0.0,90,Clouds,2016-07-11 02:00:00,291
None,71.76,0.0,0.0,75,Clouds,2016-07-11 03:00:00,342
None,72.05,0.0,0.0,75,Clouds,2016-07-11 04:00:00,848
None,72.0,0.0,0.0,75,Clouds,2016-07-11 05:00:00,2780
None,71.42,0.0,0.0,90,Rain,2016-07-11 06:00:00,5211
None,71.31,0.0,0.0,75,Rain,2016-07-11 07:00:00,5803
None,71.02,0.0,0.0,90,Rain,2016-07-11 08:00:00,5157
None,70.95,0.0,0.0,90,Clouds,2016-07-11 09:00:00,4016
None,71.56,0.0,0.0,90,Thunderstorm,2016-07-11 10:00:00,3891
None,73.94,0.0,0.0,90,Thunderstorm,2016-07-11 11:00:00,3998
None,76.24,0.0,0.0,90,Rain,2016-07-11 12:00:00,4273
None,78.8,0.0,0.0,75,Thunderstorm,2016-07-11 13:00:00,4475
None,80.65,0.0,0.0,90,Clouds,2016-07-11 14:00:00,4456
None,81.79,0.0,0.0,75,Thunderstorm,2016-07-11 15:00:00,4858
None,82.99,0.0,0.0,75,Thunderstorm,2016-07-11 16:00:00,5934
None,84.13,9831.3,0.0,75,Rain,2016-07-11 17:00:00,5535
None,84.9,0.0,0.0,75,Thunderstorm,2016-07-11 18:00:00,3900
None,84.63,0.0,0.0,75,Clouds,2016-07-11 19:00:00,2856
None,84.74,0.0,0.0,75,Thunderstorm,2016-07-11 20:00:00,2506
None,83.39,0.0,0.0,75,Thunderstorm,2016-07-11 21:00:00,2062
None,80.96,0.51,0.0,75,Rain,2016-07-11 22:00:00,1544
None,79.63,0.0,0.0,90,Thunderstorm,2016-07-11 23:00:00,995
None,79.63,0.0,0.0,90,Rain,2016-07-11 23:00:00,995
None,78.31,0.0,0.0,90,Rain,2016-07-12 00:00:00,589
None,78.31,0.0,0.0,90,Thunderstorm,2016-07-12 00:00:00,589
None,73.78,2.1,0.0,75,Rain,2016-07-12 01:00:00,379
None,73.78,2.1,0.0,75,Thunderstorm,2016-07-12 01:00:00,379
None,71.6,0.0,0.0,90,Rain,2016-07-12 02:00:00,249
None,70.99,0.0,0.0,90,Clouds,2016-07-12 03:00:00,312
None,70.43,0.0,0.0,90,Clouds,2016-07-12 04:00:00,859
None,70.52,0.0,0.0,90,Mist,2016-07-12 05:00:00,2790
None,70.29,0.0,0.0,90,Clouds,2016-07-12 06:00:00,5344
None,69.21,0.0,0.0,75,Clouds,2016-07-12 07:00:00,6106
None,70.02,0.0,0.0,75,Clouds,2016-07-12 08:00:00,5591
None,73.9,0.0,0.0,40,Clouds,2016-07-12 10:00:00,4154
None,74.08,0.0,0.0,40,Clouds,2016-07-12 10:00:00,4154
None,77.0,0.0,0.0,40,Clouds,2016-07-12 11:00:00,4392
None,78.62,0.0,0.0,20,Clouds,2016-07-12 12:00:00,4430
None,82.15,0.0,0.0,1,Clear,2016-07-12 14:00:00,4868
None,82.08,0.0,0.0,1,Clear,2016-07-12 14:00:00,4868
None,83.35,0.0,0.0,20,Clouds,2016-07-12 15:00:00,5345
None,83.25,0.0,0.0,1,Clear,2016-07-12 16:00:00,5750
None,82.81,0.0,0.0,1,Clear,2016-07-12 18:00:00,4051
None,82.99,0.0,0.0,1,Clear,2016-07-12 18:00:00,4051
None,81.73,0.0,0.0,1,Clear,2016-07-12 19:00:00,3066
None,79.47,0.0,0.0,1,Clear,2016-07-12 20:00:00,2764
None,76.53,0.0,0.0,1,Clear,2016-07-12 21:00:00,2802
None,73.9,0.0,0.0,1,Clear,2016-07-12 22:00:00,2147
None,72.59,0.0,0.0,1,Clear,2016-07-12 23:00:00,1208
None,71.94,0.0,0.0,1,Clear,2016-07-13 00:00:00,610
None,71.69,0.0,0.0,1,Clear,2016-07-13 01:00:00,383
None,71.49,0.0,0.0,1,Clear,2016-07-13 02:00:00,271
None,71.49,0.0,0.0,1,Clear,2016-07-13 03:00:00,357
None,70.81,0.0,0.0,1,Clear,2016-07-13 04:00:00,855
None,69.89,0.0,0.0,1,Clear,2016-07-13 05:00:00,2869
None,69.98,0.0,0.0,20,Clouds,2016-07-13 06:00:00,5402
None,71.31,0.0,0.0,20,Clouds,2016-07-13 07:00:00,6025
None,72.82,0.0,0.0,40,Clouds,2016-07-13 08:00:00,5598
None,74.21,0.0,0.0,12,Clouds,2016-07-13 10:00:00,4075
None,74.84,0.0,0.0,12,Clouds,2016-07-13 10:00:00,4075
None,77.04,0.0,0.0,0,Clear,2016-07-13 11:00:00,4449
None,79.97,0.0,0.0,0,Clear,2016-07-13 12:00:00,4858
None,82.33,0.0,0.0,1,Clear,2016-07-13 14:00:00,4802
None,81.64,0.0,0.0,1,Clear,2016-07-13 14:00:00,4802
None,82.15,0.0,0.0,20,Clouds,2016-07-13 15:00:00,5137
None,81.73,0.0,0.0,40,Clouds,2016-07-13 16:00:00,5870
None,80.65,0.0,0.0,40,Clouds,2016-07-13 18:00:00,4191
None,80.58,0.0,0.0,40,Clouds,2016-07-13 18:00:00,4191
None,79.57,0.0,0.0,20,Clouds,2016-07-13 19:00:00,3039
None,78.64,0.0,0.0,1,Clear,2016-07-13 20:00:00,2703
None,76.77,0.0,0.0,0,Clear,2016-07-13 21:00:00,2935
None,72.73,0.0,0.0,0,Clear,2016-07-13 22:00:00,2231
None,72.73,0.0,0.0,0,Clear,2016-07-13 23:00:00,1209
None,68.04,0.0,0.0,0,Clear,2016-07-14 00:00:00,628
None,68.04,0.0,0.0,0,Clear,2016-07-14 01:00:00,394
None,68.04,0.0,0.0,0,Clear,2016-07-14 02:00:00,282
None,65.58,0.0,0.0,36,Clouds,2016-07-14 03:00:00,346
None,65.58,0.0,0.0,36,Clouds,2016-07-14 04:00:00,834
None,65.58,0.0,0.0,36,Clouds,2016-07-14 05:00:00,2859
None,65.84,0.0,0.0,44,Clouds,2016-07-14 06:00:00,5394
None,65.84,0.0,0.0,44,Clouds,2016-07-14 07:00:00,6131
None,65.84,0.0,0.0,44,Clouds,2016-07-14 08:00:00,5620
None,68.3,0.0,0.0,92,Clouds,2016-07-14 09:00:00,4702
None,68.3,0.0,0.0,92,Clouds,2016-07-14 10:00:00,4134
None,68.3,0.0,0.0,92,Clouds,2016-07-14 11:00:00,4394
None,69.59,0.0,0.0,68,Clouds,2016-07-14 12:00:00,4738
None,69.59,0.0,0.0,68,Clouds,2016-07-14 13:00:00,4687
None,69.59,0.0,0.0,68,Clouds,2016-07-14 14:00:00,4895
None,71.79,0.0,0.0,68,Clouds,2016-07-14 15:00:00,5405
None,71.79,0.0,0.0,68,Clouds,2016-07-14 16:00:00,5854
None,71.79,0.0,0.0,68,Clouds,2016-07-14 17:00:00,5568
None,69.05,0.0,0.0,88,Clouds,2016-07-14 18:00:00,4279
None,69.05,0.0,0.0,88,Clouds,2016-07-14 19:00:00,3191
None,69.05,0.0,0.0,88,Clouds,2016-07-14 20:00:00,2825
None,65.24,0.0,0.0,92,Clouds,2016-07-14 21:00:00,2931
None,65.24,0.0,0.0,92,Clouds,2016-07-14 22:00:00,2140
None,65.24,0.0,0.0,92,Clouds,2016-07-14 23:00:00,1215
None,61.77,0.0,0.0,80,Rain,2016-07-15 00:00:00,691
None,61.77,0.0,0.0,80,Rain,2016-07-15 01:00:00,436
None,61.77,0.0,0.0,80,Rain,2016-07-15 02:00:00,316
None,59.36,0.0,0.0,92,Rain,2016-07-15 03:00:00,371
None,59.36,0.0,0.0,92,Rain,2016-07-15 04:00:00,773
None,59.36,0.0,0.0,92,Rain,2016-07-15 05:00:00,2692
None,59.62,0.0,0.0,92,Clouds,2016-07-15 06:00:00,4949
None,59.62,0.0,0.0,92,Clouds,2016-07-15 07:00:00,5812
None,59.62,0.0,0.0,92,Clouds,2016-07-15 08:00:00,4889
None,62.1,0.0,0.0,92,Clouds,2016-07-15 09:00:00,4759
None,62.1,0.0,0.0,92,Clouds,2016-07-15 10:00:00,4524
None,62.1,0.0,0.0,92,Clouds,2016-07-15 11:00:00,4908
None,64.57,0.0,0.0,88,Rain,2016-07-15 12:00:00,4924
None,64.57,0.0,0.0,88,Rain,2016-07-15 13:00:00,4757
None,64.57,0.0,0.0,88,Rain,2016-07-15 14:00:00,5099
None,69.95,0.0,0.0,24,Clouds,2016-07-15 15:00:00,4954
None,69.95,0.0,0.0,24,Clouds,2016-07-15 16:00:00,5390
None,69.95,0.0,0.0,24,Clouds,2016-07-15 17:00:00,5107
None,69.41,0.0,0.0,8,Clear,2016-07-15 18:00:00,3983
None,69.41,0.0,0.0,8,Clear,2016-07-15 19:00:00,3471
None,69.41,0.0,0.0,8,Clear,2016-07-15 20:00:00,2935
None,60.66,0.0,0.0,0,Clear,2016-07-15 21:00:00,2996
None,60.66,0.0,0.0,0,Clear,2016-07-15 22:00:00,2934
None,60.66,0.0,0.0,0,Clear,2016-07-15 23:00:00,1823
None,55.23,0.0,0.0,0,Clear,2016-07-16 00:00:00,1564
None,55.23,0.0,0.0,0,Clear,2016-07-16 01:00:00,804
None,55.23,0.0,0.0,0,Clear,2016-07-16 02:00:00,595
None,53.58,0.0,0.0,0,Clear,2016-07-16 03:00:00,455
None,53.58,0.0,0.0,0,Clear,2016-07-16 04:00:00,426
None,53.58,0.0,0.0,0,Clear,2016-07-16 05:00:00,789
None,56.09,0.0,0.0,0,Clear,2016-07-16 06:00:00,1295
None,56.09,0.0,0.0,0,Clear,2016-07-16 07:00:00,1879
None,56.09,0.0,0.0,0,Clear,2016-07-16 08:00:00,2606
None,70.39,0.0,0.0,0,Clear,2016-07-16 09:00:00,3436
None,70.39,0.0,0.0,0,Clear,2016-07-16 10:00:00,3707
None,70.39,0.0,0.0,0,Clear,2016-07-16 11:00:00,3947
None,74.69,0.0,0.0,64,Clouds,2016-07-16 12:00:00,4457
None,74.69,0.0,0.0,64,Clouds,2016-07-16 13:00:00,4096
None,74.69,0.0,0.0,64,Clouds,2016-07-16 14:00:00,4264
None,77.03,0.0,0.0,92,Clouds,2016-07-16 15:00:00,4388
None,77.03,0.0,0.0,92,Clouds,2016-07-16 16:00:00,4175
None,77.03,0.0,0.0,92,Clouds,2016-07-16 17:00:00,4100
None,74.02,0.0,0.0,68,Clouds,2016-07-16 18:00:00,3866
None,74.02,0.0,0.0,68,Clouds,2016-07-16 19:00:00,3435
None,74.02,0.0,0.0,68,Clouds,2016-07-16 20:00:00,3144
None,70.07,0.0,0.0,92,Rain,2016-07-16 21:00:00,2984
None,70.07,0.0,0.0,92,Rain,2016-07-16 22:00:00,2888
None,70.07,0.0,0.0,92,Rain,2016-07-16 23:00:00,1854
None,66.44,0.0,0.0,92,Rain,2016-07-17 00:00:00,1320
None,66.44,0.0,0.0,92,Rain,2016-07-17 01:00:00,835
None,66.44,0.0,0.0,92,Rain,2016-07-17 02:00:00,590
None,67.95,0.0,0.0,64,Clouds,2016-07-17 03:00:00,334
None,67.95,0.0,0.0,64,Clouds,2016-07-17 04:00:00,292
None,67.95,0.0,0.0,64,Clouds,2016-07-17 05:00:00,477
None,69.75,0.0,0.0,88,Clouds,2016-07-17 06:00:00,790
None,69.75,0.0,0.0,88,Clouds,2016-07-17 07:00:00,1071
None,69.75,0.0,0.0,88,Clouds,2016-07-17 08:00:00,1669
None,71.71,0.0,0.0,92,Rain,2016-07-17 09:00:00,2456
None,71.71,0.0,0.0,92,Rain,2016-07-17 10:00:00,3333
None,71.71,0.0,0.0,92,Rain,2016-07-17 11:00:00,3683
None,70.6,0.0,0.0,36,Rain,2016-07-17 12:00:00,4088
None,70.6,0.0,0.0,36,Rain,2016-07-17 13:00:00,4135
None,70.6,0.0,0.0,36,Rain,2016-07-17 14:00:00,4278
None,76.46,0.0,0.0,0,Clear,2016-07-17 15:00:00,4059
None,76.46,0.0,0.0,0,Clear,2016-07-17 16:00:00,3717
None,76.46,0.0,0.0,0,Clear,2016-07-17 17:00:00,3811
None,75.38,0.0,0.0,0,Clear,2016-07-17 18:00:00,3722
None,75.38,0.0,0.0,0,Clear,2016-07-17 19:00:00,3389
None,75.38,0.0,0.0,0,Clear,2016-07-17 20:00:00,3368
None,65.93,0.0,0.0,0,Clear,2016-07-17 21:00:00,2611
None,65.93,0.0,0.0,0,Clear,2016-07-17 22:00:00,2054
None,65.93,0.0,0.0,0,Clear,2016-07-17 23:00:00,1238
None,59.44,0.0,0.0,44,Clouds,2016-07-18 00:00:00,732
None,59.44,0.0,0.0,44,Clouds,2016-07-18 01:00:00,456
None,59.44,0.0,0.0,44,Clouds,2016-07-18 02:00:00,319
None,58.76,0.0,0.0,56,Clouds,2016-07-18 03:00:00,351
None,58.76,0.0,0.0,56,Clouds,2016-07-18 04:00:00,850
None,58.76,0.0,0.0,56,Clouds,2016-07-18 05:00:00,2811
None,62.07,0.0,0.0,92,Clouds,2016-07-18 06:00:00,5079
None,62.07,0.0,0.0,92,Clouds,2016-07-18 07:00:00,5881
None,62.07,0.0,0.0,92,Clouds,2016-07-18 08:00:00,4813
None,68.95,0.0,0.0,92,Clouds,2016-07-18 09:00:00,4200
None,68.95,0.0,0.0,92,Clouds,2016-07-18 10:00:00,3827
None,68.95,0.0,0.0,92,Clouds,2016-07-18 11:00:00,3979
None,71.23,0.0,0.0,92,Clouds,2016-07-18 12:00:00,4290
None,71.23,0.0,0.0,92,Clouds,2016-07-18 13:00:00,4341
None,71.23,0.0,0.0,92,Clouds,2016-07-18 14:00:00,4468
None,76.79,0.0,0.0,0,Clear,2016-07-18 15:00:00,4604
None,76.79,0.0,0.0,0,Clear,2016-07-18 16:00:00,5799
None,76.79,0.0,0.0,0,Clear,2016-07-18 17:00:00,5358
None,76.53,0.0,0.0,0,Clear,2016-07-18 18:00:00,3850
None,76.53,0.0,0.0,0,Clear,2016-07-18 19:00:00,2920
None,76.53,0.0,0.0,0,Clear,2016-07-18 20:00:00,2629
None,76.53,0.0,0.0,0,Clear,2016-07-18 21:00:00,2435
None,76.53,0.0,0.0,0,Clear,2016-07-18 22:00:00,1955
None,76.53,0.0,0.0,0,Clear,2016-07-18 23:00:00,1110
None,76.53,0.0,0.0,0,Clear,2016-07-19 00:00:00,602
None,76.53,0.0,0.0,0,Clear,2016-07-19 01:00:00,400
None,76.53,0.0,0.0,0,Clear,2016-07-19 02:00:00,287
None,76.53,0.0,0.0,0,Clear,2016-07-19 03:00:00,326
None,76.53,0.0,0.0,0,Clear,2016-07-19 04:00:00,868
None,76.53,0.0,0.0,0,Clear,2016-07-19 05:00:00,2987
None,76.53,0.0,0.0,0,Clear,2016-07-19 06:00:00,5334
None,76.53,0.0,0.0,0,Clear,2016-07-19 07:00:00,5953
None,76.53,0.0,0.0,0,Clear,2016-07-19 08:00:00,5414
None,76.53,0.0,0.0,0,Clear,2016-07-19 09:00:00,4114
None,76.53,0.0,0.0,0,Clear,2016-07-19 10:00:00,4066
None,76.53,0.0,0.0,0,Clear,2016-07-19 11:00:00,3917
None,76.53,0.0,0.0,0,Clear,2016-07-19 12:00:00,4141
None,76.53,0.0,0.0,0,Clear,2016-07-19 13:00:00,4033
None,76.53,0.0,0.0,0,Clear,2016-07-19 14:00:00,4446
